Case;Maschinenstatus;Verzögerung;vorher Maschinenpause;Vorverarbeitung
771;Gut;Nein;Nein;nein
772;Gut;Nein;Nein;nein
773;Gut;Nein;Nein;nein
774;Schlecht;Ja;Nein;Ja
775;Gut;Nein;Nein;nein
776;Schlecht;Nein;Nein;nein
777;Schlecht;Ja;Nein;Ja
778;Gut;Nein;Nein;nein
779;Gut;Ja;Nein;nein
780;Gut;Nein;Nein;nein
781;Gut;Nein;Nein;nein
782;Gut;Ja;Nein;nein
783;Schlecht;Ja;Nein;nein
784;Gut;Ja;Nein;nein
785;Schlecht;Nein;Nein;Ja
786;Gut;Nein;Nein;Ja
787;Gut;Ja;Nein;nein
788;Schlecht;Ja;Nein;Ja
789;Gut;Nein;Nein;nein
790;Gut;Nein;Nein;nein
791;Gut;Ja;Nein;Ja
792;Gut;Nein;Ja;nein
793;Schlecht;Nein;Nein;Ja
794;Gut;Nein;Ja;nein
795;Schlecht;Ja;Nein;Ja
796;Gut;Nein;Nein;nein
797;Gut;Nein;Nein;nein
798;Gut;Ja;Nein;nein
799;Gut;Ja;Nein;nein
800;Gut;Nein;Nein;nein
801;Gut;Nein;Nein;nein
802;Gut;Nein;Nein;nein
803;Gut;Nein;Nein;nein
804;Schlecht;Ja;Nein;Ja
805;Gut;Nein;Nein;nein
806;Schlecht;Ja;Nein;Ja
807;Gut;Nein;Nein;nein
808;Schlecht;Nein;Nein;Ja
809;Gut;Nein;Nein;nein
810;Schlecht;Ja;Nein;Ja
811;Schlecht;Ja;Nein;Ja
812;Gut;Nein;Nein;nein
813;Schlecht;Nein;Nein;Ja
814;Gut;Ja;Nein;nein
815;Gut;Nein;Ja;nein
816;Gut;Ja;Nein;nein
817;Gut;Nein;Ja;nein
818;Schlecht;Nein;Nein;Ja
819;Gut;Nein;Nein;nein
820;Gut;Ja;Ja;nein
821;Gut;Nein;Nein;nein
822;Gut;Ja;Nein;nein
823;Gut;Nein;Nein;nein
824;Schlecht;Ja;Nein;Ja
825;Gut;Nein;Nein;nein
826;Gut;Nein;Nein;nein
827;Gut;Nein;Nein;nein
828;Gut;Nein;Nein;Ja
829;Gut;Nein;Nein;nein
830;Gut;Nein;Ja;nein
831;Gut;Ja;Nein;nein
832;Gut;Nein;Ja;nein
833;Gut;Nein;Ja;nein
834;Gut;Ja;Nein;nein
835;Gut;Nein;Ja;nein
836;Schlecht;Nein;Nein;Ja
837;Gut;Nein;Nein;Ja
838;Gut;Ja;Nein;nein
839;Gut;Nein;Nein;nein
840;Gut;Ja;Nein;nein
841;Gut;Ja;Nein;nein
842;Gut;Ja;Nein;nein
843;Schlecht;Nein;Nein;Ja
844;Gut;Ja;Nein;nein
845;Gut;Nein;Nein;nein
846;Gut;Nein;Nein;nein
847;Gut;Nein;Ja;nein
848;Schlecht;Nein;Nein;Ja
849;Schlecht;Ja;Nein;Ja
850;Gut;Nein;Nein;nein
851;Schlecht;Ja;Nein;nein
852;Gut;Nein;Nein;nein
853;Gut;Nein;Nein;nein
854;Gut;Ja;Nein;nein
855;Gut;Nein;Nein;nein
856;Gut;Ja;Nein;nein
857;Gut;Nein;Nein;nein
858;Gut;Ja;Nein;nein
859;Schlecht;Nein;Nein;Ja
860;Gut;Ja;Nein;nein
861;Gut;Ja;Nein;nein
862;Schlecht;Ja;Nein;Ja
863;Gut;Ja;Nein;nein
864;Schlecht;Ja;Nein;Ja
865;Gut;Nein;Nein;nein
866;Gut;Nein;Nein;nein
867;Gut;Nein;Nein;nein
868;Schlecht;Ja;Nein;Ja
869;Gut;Ja;Nein;nein
870;Schlecht;Nein;Nein;Ja
871;Schlecht;Nein;Nein;Ja
872;Gut;Nein;Nein;nein
873;Schlecht;Ja;Nein;nein
874;Gut;Nein;Nein;nein
875;Gut;Nein;Ja;nein
876;Gut;Nein;Ja;nein
877;Schlecht;Ja;Nein;Ja
878;Gut;Nein;Ja;nein
879;Gut;Ja;Nein;nein
880;Gut;Ja;Nein;nein
881;Schlecht;Ja;Nein;Ja
882;Gut;Nein;Nein;nein
883;Gut;Nein;Nein;nein
884;Gut;Nein;Nein;nein
885;Gut;Nein;Ja;nein
886;Gut;Nein;Nein;nein
887;Gut;Nein;Nein;nein
888;Gut;Nein;Nein;nein
889;Gut;Ja;Nein;nein
890;Gut;Ja;Nein;nein
891;Schlecht;Nein;Nein;Ja
892;Gut;Nein;Nein;nein
893;Gut;Nein;Ja;nein
894;Gut;Nein;Ja;nein
895;Schlecht;Nein;Ja;Ja
896;Gut;Nein;Ja;nein
897;Gut;Ja;Nein;nein
898;Gut;Nein;Nein;nein
899;Schlecht;Ja;Nein;Ja
900;Schlecht;Nein;Nein;nein
901;Schlecht;Nein;Nein;Ja
902;Gut;Nein;Ja;nein
903;Gut;Nein;Nein;nein
904;Gut;Nein;Ja;nein
905;Gut;Nein;Nein;nein
906;Gut;Ja;Nein;nein
907;Gut;Nein;Nein;Ja
908;Gut;Ja;Nein;nein
909;Gut;Nein;Nein;Ja
910;Gut;Nein;Nein;nein
911;Gut;Ja;Nein;nein
912;Gut;Ja;Nein;nein
913;Gut;Nein;Nein;nein
914;Gut;Ja;Nein;nein
915;Gut;Ja;Ja;nein
916;Gut;Nein;Ja;nein
917;Gut;Nein;Ja;nein
918;Gut;Nein;Nein;nein
919;Gut;Nein;Nein;nein
920;Gut;Ja;Ja;nein
921;Gut;Nein;Nein;nein
922;Gut;Nein;Ja;nein
923;Schlecht;Nein;Nein;Ja
924;Schlecht;Ja;Nein;Ja
925;Gut;Nein;Ja;nein
926;Gut;Nein;Nein;nein
927;Gut;Nein;Ja;nein
928;Gut;Nein;Ja;nein
929;Gut;Ja;Nein;nein
930;Gut;Ja;Nein;nein
931;Gut;Nein;Nein;nein
932;Gut;Ja;Nein;nein
933;Gut;Ja;Nein;nein
934;Gut;Ja;Nein;nein
935;Gut;Ja;Nein;nein
936;Schlecht;Ja;Nein;Ja
937;Gut;Nein;Nein;nein
938;Gut;Nein;Ja;nein
939;Schlecht;Ja;Nein;Ja
940;Schlecht;Nein;Nein;Ja
941;Gut;Ja;Nein;nein
942;Schlecht;Ja;Nein;Ja
943;Gut;Ja;Nein;nein
944;Gut;Nein;Nein;nein
945;Schlecht;Ja;Nein;Ja
946;Gut;Ja;Ja;nein
947;Gut;Nein;Nein;Ja
948;Gut;Nein;Ja;nein
949;Schlecht;Ja;Nein;Ja
950;Gut;Nein;Ja;Ja
951;Schlecht;Nein;Nein;Ja
952;Gut;Nein;Nein;nein
953;Gut;Ja;Nein;nein
954;Gut;Nein;Nein;nein
955;Gut;Nein;Nein;nein
956;Gut;Nein;Nein;nein
957;Gut;Ja;Nein;nein
958;Schlecht;Ja;Nein;Ja
959;Gut;Ja;Nein;nein
960;Gut;Ja;Ja;nein
961;Gut;Ja;Nein;nein
962;Schlecht;Ja;Nein;Ja
963;Gut;Nein;Nein;nein
964;Gut;Nein;Nein;nein
965;Schlecht;Nein;Nein;Ja
966;Gut;Nein;Nein;nein
967;Schlecht;Ja;Nein;Ja
968;Gut;Nein;Nein;nein
969;Gut;Nein;Nein;nein
970;Gut;Ja;Nein;nein
971;Gut;Nein;Nein;nein
972;Gut;Nein;Ja;nein
973;Schlecht;Ja;Nein;Ja
974;Gut;Ja;Ja;nein
975;Gut;Nein;Nein;nein
976;Gut;Nein;Nein;nein
977;Gut;Nein;Ja;nein
978;Gut;Nein;Nein;nein
979;Gut;Ja;Nein;nein
980;Schlecht;Ja;Nein;Ja
981;Schlecht;Nein;Nein;Ja
982;Schlecht;Nein;Nein;Ja
983;Gut;Ja;Nein;nein
984;Schlecht;Ja;Nein;Ja
985;Gut;Nein;Ja;nein
986;Gut;Nein;Nein;nein
987;Gut;Nein;Nein;nein
988;Gut;Nein;Nein;nein
989;Gut;Nein;Nein;nein
990;Gut;Ja;Nein;nein
991;Gut;Ja;Nein;nein
992;Gut;Nein;Ja;nein
993;Gut;Nein;Nein;nein
994;Gut;Ja;Ja;nein
995;Schlecht;Nein;Nein;Ja
996;Schlecht;Ja;Nein;nein
997;Schlecht;Ja;Nein;Ja
998;Gut;Nein;Nein;nein
999;Gut;Ja;Nein;nein
1000;Gut;Nein;Nein;nein
1001;Gut;Nein;Nein;nein
1002;Gut;Ja;Nein;nein
1003;Schlecht;Ja;Nein;Ja
1004;Gut;Nein;Ja;nein
1005;Schlecht;Ja;Nein;Ja
1006;Gut;Ja;Nein;nein
1007;Gut;Nein;Ja;nein
1008;Gut;Ja;Ja;nein
1009;Gut;Nein;Nein;nein
1010;Gut;Nein;Ja;nein
1011;Gut;Ja;Ja;nein
1012;Schlecht;Nein;Nein;Ja
1013;Gut;Ja;Ja;nein
1014;Gut;Nein;Nein;nein
1015;Gut;Nein;Nein;nein
1016;Gut;Nein;Nein;Ja
1017;Gut;Nein;Nein;Ja
1018;Gut;Ja;Ja;nein
1019;Gut;Nein;Ja;nein
1020;Schlecht;Ja;Nein;Ja
1021;Schlecht;Ja;Nein;Ja
1022;Gut;Ja;Nein;nein
1023;Schlecht;Nein;Nein;nein
1024;Gut;Ja;Nein;nein
1025;Gut;Ja;Ja;nein
1026;Gut;Ja;Nein;nein
1027;Gut;Ja;Ja;nein
1028;Gut;Nein;Nein;nein
1029;Schlecht;Nein;Nein;nein
1030;Gut;Nein;Nein;nein
1031;Schlecht;Ja;Nein;Ja
1032;Schlecht;Nein;Nein;Ja
1033;Schlecht;Ja;Nein;Ja
1034;Schlecht;Nein;Nein;Ja
1035;Gut;Ja;Nein;nein
1036;Gut;Ja;Ja;nein
1037;Gut;Ja;Nein;nein
1038;Gut;Nein;Nein;nein
1039;Gut;Nein;Nein;nein
1040;Gut;Ja;Nein;nein
1041;Gut;Nein;Nein;nein
1042;Gut;Nein;Nein;nein
1043;Gut;Nein;Ja;Ja
1044;Gut;Ja;Ja;nein
1045;Schlecht;Nein;Nein;Ja
1046;Gut;Ja;Nein;nein
1047;Schlecht;Ja;Nein;Ja
1048;Gut;Ja;Ja;nein
1049;Gut;Nein;Nein;nein
1050;Gut;Ja;Nein;nein
1051;Schlecht;Ja;Nein;nein
1052;Gut;Nein;Ja;nein
1053;Gut;Ja;Ja;nein
1054;Schlecht;Ja;Nein;Ja
1055;Schlecht;Nein;Nein;Ja
1056;Gut;Nein;Ja;nein
1057;Schlecht;Nein;Nein;Ja
1058;Gut;Ja;Ja;nein
1059;Gut;Nein;Nein;nein
1060;Gut;Ja;Ja;nein
1061;Gut;Nein;Nein;nein
1062;Schlecht;Ja;Nein;Ja
1063;Gut;Nein;Nein;nein
1064;Schlecht;Nein;Nein;Ja
1065;Gut;Ja;Ja;nein
1066;Gut;Nein;Nein;nein
1067;Gut;Nein;Ja;nein
1068;Gut;Ja;Nein;nein
1069;Gut;Nein;Nein;nein
1070;Schlecht;Nein;Nein;Ja
1071;Gut;Nein;Nein;nein
1072;Gut;Nein;Nein;nein
1073;Gut;Ja;Nein;nein
1074;Gut;Nein;Nein;nein
1075;Gut;Nein;Ja;nein
1076;Schlecht;Ja;Nein;Ja
1077;Schlecht;Nein;Nein;Ja
1078;Gut;Ja;Nein;nein
1079;Gut;Nein;Nein;nein
1080;Gut;Nein;Ja;nein
1081;Gut;Ja;Nein;nein
1082;Gut;Ja;Nein;nein
1083;Gut;Nein;Nein;nein
1084;Schlecht;Ja;Nein;Ja
1085;Gut;Nein;Nein;nein
1086;Gut;Nein;Ja;nein
1087;Gut;Ja;Nein;nein
1088;Gut;Nein;Ja;nein
1089;Gut;Nein;Nein;nein
1090;Gut;Nein;Nein;nein
1091;Gut;Ja;Ja;nein
1092;Schlecht;Ja;Nein;Ja
1093;Gut;Nein;Nein;nein
1094;Schlecht;Ja;Nein;Ja
1095;Gut;Nein;Nein;nein
1096;Gut;Nein;Nein;nein
1097;Gut;Nein;Nein;nein
1098;Gut;Nein;Ja;nein
1099;Schlecht;Ja;Nein;Ja
1100;Gut;Nein;Ja;nein
1101;Gut;Nein;Nein;nein
1102;Gut;Nein;Ja;nein
1103;Gut;Nein;Nein;nein
1104;Schlecht;Nein;Nein;Ja
1105;Schlecht;Nein;Nein;Ja
1106;Gut;Ja;Nein;nein
1107;Gut;Nein;Nein;nein
1108;Gut;Nein;Ja;nein
1109;Gut;Nein;Nein;nein
1110;Schlecht;Nein;Nein;Ja
1111;Gut;Nein;Nein;nein
1112;Gut;Nein;Nein;nein
1113;Schlecht;Ja;Ja;Ja
1114;Gut;Nein;Nein;Ja
1115;Gut;Ja;Nein;nein
1116;Gut;Nein;Nein;nein
1117;Schlecht;Ja;Nein;Ja
1118;Schlecht;Ja;Nein;Ja
1119;Gut;Nein;Nein;Ja
1120;Gut;Nein;Ja;nein
1121;Gut;Ja;Ja;nein
1122;Gut;Ja;Nein;nein
1123;Gut;Nein;Nein;nein
1124;Gut;Ja;Nein;nein
1125;Gut;Ja;Nein;nein
1126;Gut;Ja;Ja;nein
1127;Gut;Nein;Nein;nein
1128;Gut;Ja;Ja;nein
1129;Gut;Ja;Nein;nein
1130;Gut;Nein;Nein;nein
1131;Schlecht;Nein;Nein;Ja
1132;Gut;Nein;Nein;nein
1133;Gut;Nein;Ja;nein
1134;Schlecht;Ja;Nein;Ja
1135;Gut;Ja;Nein;nein
1136;Gut;Nein;Ja;nein
1137;Gut;Nein;Nein;nein
1138;Schlecht;Ja;Nein;Ja
1139;Gut;Ja;Nein;nein
1140;Schlecht;Ja;Nein;Ja
1141;Schlecht;Ja;Nein;Ja
1142;Gut;Ja;Nein;nein
1143;Gut;Nein;Nein;nein
1144;Gut;Ja;Nein;nein
1145;Gut;Nein;Nein;nein
1146;Schlecht;Ja;Nein;Ja
1147;Schlecht;Ja;Nein;Ja
1148;Gut;Ja;Ja;nein
1149;Schlecht;Ja;Ja;Ja
1150;Schlecht;Nein;Nein;Ja
1151;Schlecht;Nein;Nein;Ja
1152;Schlecht;Nein;Nein;Ja
1153;Gut;Ja;Nein;nein
1154;Gut;Nein;Nein;nein
1155;Gut;Nein;Nein;nein
1156;Schlecht;Ja;Nein;Ja
1157;Gut;Ja;Nein;nein
1158;Gut;Ja;Nein;nein
1159;Gut;Nein;Nein;nein
1160;Schlecht;Ja;Nein;Ja
1161;Gut;Ja;Nein;nein
1162;Gut;Nein;Nein;nein
1163;Gut;Nein;Nein;nein
1164;Gut;Ja;Nein;nein
1165;Gut;Ja;Nein;nein
1166;Gut;Nein;Ja;Ja
1167;Schlecht;Ja;Nein;Ja
1168;Gut;Nein;Ja;Ja
1169;Gut;Nein;Ja;nein
1170;Schlecht;Ja;Nein;Ja
1171;Schlecht;Ja;Nein;Ja
1172;Gut;Ja;Nein;nein
1173;Schlecht;Ja;Ja;nein
1174;Gut;Ja;Nein;nein
1175;Gut;Nein;Ja;nein
1176;Schlecht;Ja;Nein;Ja
1177;Gut;Nein;Nein;nein
1178;Gut;Nein;Ja;nein
1179;Gut;Nein;Nein;nein
1180;Schlecht;Ja;Ja;Ja
1181;Gut;Ja;Nein;nein
1182;Gut;Nein;Nein;nein
1183;Gut;Ja;Nein;nein
1184;Schlecht;Nein;Nein;Ja
1185;Gut;Nein;Nein;nein
1186;Gut;Nein;Nein;nein
1187;Gut;Ja;Nein;nein
1188;Schlecht;Ja;Nein;Ja
1189;Gut;Nein;Nein;nein
1190;Schlecht;Ja;Nein;Ja
1191;Gut;Ja;Nein;nein
1192;Gut;Nein;Nein;nein
1193;Schlecht;Ja;Nein;Ja
1194;Schlecht;Ja;Nein;Ja
1195;Gut;Ja;Ja;nein
1196;Gut;Nein;Nein;nein
1197;Gut;Nein;Nein;nein
1198;Gut;Ja;Ja;nein
1199;Gut;Ja;Nein;nein
1200;Gut;Nein;Nein;nein
1201;Gut;Nein;Ja;nein
1202;Gut;Ja;Nein;nein
1203;Gut;Ja;Ja;nein
1204;Gut;Nein;Nein;nein
1205;Gut;Nein;Ja;nein
1206;Gut;Ja;Ja;nein
1207;Gut;Nein;Nein;nein
1208;Gut;Ja;Nein;nein
1209;Schlecht;Ja;Nein;Ja
1210;Gut;Nein;Nein;nein
1211;Schlecht;Nein;Nein;Ja
1212;Gut;Nein;Ja;nein
1213;Gut;Ja;Nein;nein
1214;Gut;Ja;Ja;nein
1215;Gut;Nein;Ja;nein
1216;Schlecht;Nein;Nein;nein
1217;Gut;Nein;Nein;nein
1218;Gut;Nein;Nein;nein
1219;Gut;Nein;Nein;nein
1220;Gut;Nein;Ja;nein
1221;Schlecht;Ja;Nein;Ja
1222;Schlecht;Nein;Nein;nein
1223;Schlecht;Ja;Nein;Ja
1224;Schlecht;Nein;Nein;Ja
1225;Schlecht;Nein;Nein;Ja
1226;Gut;Ja;Nein;nein
1227;Gut;Nein;Nein;nein
1228;Schlecht;Ja;Nein;Ja
1229;Gut;Nein;Nein;nein
1230;Schlecht;Nein;Nein;Ja
1231;Schlecht;Nein;Nein;Ja
1232;Schlecht;Ja;Nein;Ja
1233;Schlecht;Ja;Nein;Ja
1234;Gut;Ja;Ja;nein
1235;Schlecht;Ja;Ja;nein
1236;Gut;Nein;Nein;nein
1237;Schlecht;Nein;Nein;Ja
1238;Gut;Nein;Nein;nein
1239;Schlecht;Nein;Nein;Ja
1240;Gut;Nein;Ja;nein
1241;Gut;Nein;Nein;nein
1242;Gut;Ja;Ja;nein
1243;Schlecht;Ja;Nein;Ja
1244;Gut;Ja;Ja;nein
1245;Gut;Ja;Ja;nein
1246;Schlecht;Ja;Nein;Ja
1247;Gut;Nein;Nein;Ja
1248;Gut;Nein;Ja;nein
1249;Gut;Ja;Nein;nein
1250;Gut;Ja;Nein;nein
1251;Gut;Nein;Nein;nein
1252;Schlecht;Nein;Nein;Ja
1253;Schlecht;Ja;Nein;Ja
1254;Gut;Ja;Nein;nein
1255;Gut;Nein;Nein;nein
1256;Gut;Nein;Ja;nein
1257;Schlecht;Ja;Nein;nein
1258;Gut;Ja;Ja;nein
1259;Schlecht;Ja;Nein;Ja
1260;Gut;Nein;Nein;nein
1261;Gut;Ja;Nein;nein
1262;Schlecht;Ja;Nein;Ja
1263;Gut;Nein;Nein;nein
1264;Gut;Ja;Nein;nein
1265;Gut;Nein;Nein;Ja
1266;Gut;Ja;Nein;nein
1267;Gut;Nein;Nein;nein
1268;Gut;Ja;Nein;nein
1269;Schlecht;Nein;Nein;Ja
1270;Gut;Nein;Ja;Ja
1271;Gut;Nein;Nein;nein
1272;Gut;Nein;Nein;nein
1273;Gut;Nein;Nein;nein
1274;Schlecht;Ja;Nein;Ja
1275;Schlecht;Ja;Nein;Ja
1276;Gut;Ja;Nein;nein
1277;Schlecht;Ja;Nein;nein
1278;Gut;Nein;Nein;nein
1279;Gut;Nein;Nein;Ja
1280;Schlecht;Nein;Ja;Ja
1281;Gut;Nein;Nein;nein
1282;Gut;Ja;Ja;nein
1283;Gut;Ja;Nein;nein
1284;Gut;Nein;Nein;nein
1285;Gut;Nein;Ja;Ja
1286;Gut;Nein;Nein;nein
1287;Schlecht;Nein;Nein;Ja
1288;Schlecht;Ja;Nein;Ja
1289;Gut;Ja;Ja;nein
1290;Schlecht;Ja;Nein;Ja
1291;Schlecht;Ja;Nein;nein
1292;Schlecht;Ja;Nein;Ja
1293;Gut;Ja;Nein;nein
1294;Schlecht;Ja;Nein;Ja
1295;Gut;Nein;Nein;nein
1296;Schlecht;Ja;Ja;Ja
1297;Schlecht;Ja;Nein;Ja
1298;Schlecht;Ja;Nein;Ja
1299;Schlecht;Ja;Nein;nein
1300;Gut;Nein;Ja;nein
1301;Schlecht;Ja;Nein;Ja
1302;Schlecht;Ja;Nein;Ja
1303;Gut;Ja;Nein;nein
1304;Schlecht;Nein;Nein;Ja
1305;Gut;Nein;Nein;nein
1306;Schlecht;Nein;Nein;Ja
1307;Gut;Ja;Ja;nein
1308;Schlecht;Nein;Nein;Ja
1309;Gut;Ja;Nein;nein
1310;Schlecht;Ja;Nein;Ja
1311;Schlecht;Nein;Nein;nein
1312;Gut;Nein;Nein;Ja
1313;Gut;Nein;Nein;nein
1314;Gut;Nein;Nein;nein
1315;Schlecht;Ja;Nein;Ja
1316;Gut;Nein;Nein;nein
1317;Gut;Ja;Nein;nein
1318;Gut;Nein;Nein;nein
1319;Gut;Nein;Nein;nein
1320;Gut;Ja;Nein;nein
1321;Schlecht;Nein;Ja;Ja
1322;Gut;Nein;Ja;nein
1323;Gut;Nein;Ja;nein
1324;Schlecht;Ja;Nein;Ja
1325;Gut;Nein;Nein;nein
1326;Schlecht;Ja;Nein;Ja
1327;Schlecht;Ja;Nein;Ja
1328;Schlecht;Ja;Nein;Ja
1329;Gut;Ja;Ja;Ja
1330;Schlecht;Nein;Ja;Ja
1331;Schlecht;Nein;Nein;Ja
1332;Schlecht;Nein;Nein;Ja
1333;Gut;Nein;Nein;nein
1334;Schlecht;Ja;Nein;Ja
1335;Gut;Ja;Nein;nein
1336;Schlecht;Ja;Nein;Ja
1337;Schlecht;Ja;Nein;Ja
1338;Gut;Nein;Nein;nein
1339;Schlecht;Ja;Nein;nein
1340;Gut;Ja;Nein;nein
1341;Gut;Ja;Nein;nein
1342;Gut;Ja;Nein;nein
1343;Schlecht;Nein;Nein;Ja
1344;Gut;Ja;Ja;nein
1345;Schlecht;Ja;Nein;Ja
1346;Gut;Nein;Nein;nein
1347;Schlecht;Nein;Nein;Ja
1348;Gut;Nein;Nein;nein
1349;Schlecht;Nein;Nein;nein
1350;Schlecht;Nein;Nein;Ja
1351;Gut;Nein;Nein;nein
1352;Gut;Nein;Nein;nein
1353;Schlecht;Ja;Nein;Ja
1354;Gut;Nein;Nein;nein
1355;Schlecht;Nein;Nein;Ja
1356;Gut;Nein;Nein;nein
1357;Gut;Ja;Nein;nein
1358;Gut;Nein;Nein;nein
1359;Gut;Ja;Nein;nein
1360;Schlecht;Ja;Ja;Ja
1361;Gut;Ja;Nein;nein
1362;Gut;Ja;Nein;nein
1363;Schlecht;Nein;Ja;Ja
1364;Gut;Ja;Ja;nein
1365;Schlecht;Ja;Nein;Ja
1366;Gut;Ja;Ja;nein
1367;Schlecht;Nein;Nein;Ja
1368;Gut;Nein;Nein;nein
1369;Gut;Nein;Nein;nein
1370;Gut;Nein;Ja;nein
1371;Gut;Ja;Ja;nein
1372;Gut;Nein;Ja;nein
1373;Gut;Ja;Nein;nein
1374;Gut;Nein;Nein;nein
1375;Gut;Ja;Nein;nein
1376;Schlecht;Nein;Nein;Ja
1377;Schlecht;Nein;Nein;Ja
1378;Schlecht;Nein;Nein;Ja
1379;Gut;Nein;Ja;nein
1380;Schlecht;Ja;Nein;Ja
1381;Gut;Nein;Ja;nein
1382;Gut;Ja;Nein;nein
1383;Schlecht;Nein;Nein;Ja
1384;Schlecht;Ja;Nein;Ja
1385;Gut;Ja;Ja;nein
1386;Schlecht;Nein;Nein;Ja
1387;Schlecht;Nein;Nein;Ja
1388;Gut;Nein;Nein;nein
1389;Gut;Nein;Ja;nein
1390;Gut;Nein;Ja;nein
1391;Gut;Nein;Nein;nein
1392;Gut;Nein;Nein;nein
1393;Schlecht;Ja;Nein;Ja
1394;Schlecht;Ja;Nein;Ja
1395;Schlecht;Nein;Nein;Ja
1396;Gut;Nein;Nein;nein
1397;Gut;Nein;Nein;nein
1398;Schlecht;Nein;Nein;Ja
1399;Gut;Nein;Ja;nein
1400;Schlecht;Ja;Nein;Ja
1401;Schlecht;Nein;Nein;Ja
1402;Schlecht;Ja;Nein;Ja
1403;Gut;Ja;Ja;nein
1404;Gut;Nein;Ja;nein
1405;Gut;Nein;Ja;nein
1406;Gut;Ja;Nein;nein
1407;Gut;Nein;Nein;nein
1408;Gut;Nein;Nein;nein
1409;Gut;Nein;Ja;nein
1410;Gut;Ja;Ja;nein
1411;Gut;Nein;Nein;nein
1412;Gut;Nein;Nein;nein
1413;Schlecht;Ja;Nein;Ja
1414;Gut;Nein;Nein;nein
1415;Schlecht;Nein;Nein;Ja
1416;Gut;Nein;Nein;nein
1417;Gut;Ja;Nein;nein
1418;Schlecht;Nein;Nein;Ja
1419;Gut;Ja;Nein;nein
1420;Schlecht;Ja;Nein;Ja
1421;Gut;Ja;Nein;nein
1422;Gut;Ja;Nein;nein
1423;Gut;Ja;Nein;nein
1424;Gut;Nein;Ja;nein
1425;Gut;Nein;Ja;nein
1426;Gut;Ja;Nein;nein
1427;Gut;Nein;Ja;nein
1428;Schlecht;Nein;Nein;Ja
1429;Schlecht;Ja;Nein;Ja
1430;Schlecht;Ja;Nein;Ja
1431;Gut;Ja;Ja;nein
1432;Schlecht;Nein;Nein;Ja
1433;Gut;Nein;Nein;nein
1434;Schlecht;Ja;Nein;Ja
1435;Gut;Nein;Nein;nein
1436;Gut;Ja;Nein;nein
1437;Gut;Ja;Ja;nein
1438;Gut;Ja;Nein;nein
1439;Gut;Nein;Ja;nein
1440;Gut;Nein;Nein;nein
1441;Schlecht;Ja;Nein;nein
1442;Schlecht;Nein;Nein;Ja
1443;Schlecht;Nein;Nein;Ja
1444;Gut;Nein;Nein;nein
1445;Gut;Nein;Nein;Ja
1446;Gut;Ja;Nein;nein
1447;Gut;Nein;Nein;nein
1448;Schlecht;Ja;Nein;Ja
1449;Schlecht;Nein;Nein;Ja
1450;Gut;Ja;Nein;nein
1451;Gut;Ja;Nein;nein
1452;Gut;Nein;Nein;nein
1453;Schlecht;Nein;Nein;nein
1454;Gut;Ja;Ja;nein
1455;Gut;Ja;Ja;nein
1456;Schlecht;Nein;Nein;Ja
1457;Schlecht;Nein;Nein;Ja
1458;Schlecht;Ja;Nein;Ja
1459;Schlecht;Nein;Nein;Ja
1460;Gut;Ja;Nein;nein
1461;Schlecht;Ja;Nein;Ja
1462;Schlecht;Nein;Nein;nein
1463;Schlecht;Nein;Nein;Ja
1464;Schlecht;Ja;Nein;Ja
1465;Gut;Ja;Nein;nein
1466;Gut;Ja;Ja;nein
1467;Gut;Ja;Nein;nein
1468;Gut;Nein;Nein;nein
1469;Schlecht;Nein;Nein;Ja
1470;Gut;Nein;Ja;nein
1471;Gut;Nein;Nein;nein
1472;Gut;Nein;Nein;nein
1473;Gut;Ja;Ja;nein
1474;Gut;Nein;Nein;nein
1475;Gut;Ja;Nein;nein
1476;Gut;Ja;Nein;nein
1477;Gut;Nein;Nein;nein
1478;Schlecht;Ja;Nein;Ja
1479;Gut;Nein;Ja;nein
1480;Gut;Ja;Nein;nein
1481;Schlecht;Ja;Nein;Ja
1482;Gut;Ja;Nein;nein
1483;Gut;Nein;Nein;nein
1484;Schlecht;Ja;Nein;Ja
1485;Gut;Nein;Nein;nein
1486;Schlecht;Ja;Nein;Ja
1487;Gut;Ja;Nein;nein
1488;Gut;Nein;Ja;nein
1489;Gut;Nein;Ja;nein
1490;Gut;Ja;Nein;nein
1491;Gut;Ja;Ja;nein
1492;Schlecht;Ja;Nein;Ja
1493;Gut;Nein;Nein;nein
1494;Gut;Nein;Nein;nein
1495;Gut;Nein;Nein;nein
1496;Schlecht;Ja;Nein;Ja
1497;Gut;Nein;Nein;nein
1498;Schlecht;Ja;Nein;nein
1499;Gut;Nein;Nein;nein
1500;Gut;Nein;Nein;nein
1501;Schlecht;Ja;Nein;Ja
1502;Schlecht;Nein;Nein;Ja
1503;Gut;Ja;Nein;nein
1504;Gut;Nein;Ja;nein
1505;Schlecht;Nein;Nein;Ja
1506;Schlecht;Ja;Nein;Ja
1507;Schlecht;Ja;Nein;Ja
1508;Gut;Ja;Nein;nein
1509;Gut;Nein;Nein;nein
1510;Gut;Nein;Nein;nein
1511;Schlecht;Ja;Nein;Ja
1512;Schlecht;Nein;Nein;Ja
1513;Gut;Nein;Nein;nein
1514;Gut;Ja;Ja;nein
1515;Gut;Ja;Nein;nein
1516;Gut;Nein;Ja;nein
1517;Schlecht;Nein;Nein;Ja
1518;Gut;Ja;Nein;nein
1519;Gut;Nein;Nein;nein
